"label","text"
"spam","FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
"ham","Uh, heads up we don't have THAT much left"
"ham","Wat would u like 4 ur birthday?"
"spam","Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"
"ham","There're some people by mu, I'm at the table by lambda"
"ham","ELLO BABE U OK?"
"ham","Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer"
"ham","You want to go?"
"spam","New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl"
"ham","Fffff. Can you text kadeem or are you too far gone"
"ham","Is fujitsu s series lifebook good?"
"ham","Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real."
"ham","Dont know you bring some food"
"ham","Ok"
"ham","Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
"spam","Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!"
"spam","Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020."
"ham","Jus finished avatar nigro"
"ham","My planning usually stops at ""find hella weed, smoke hella weed"""
"ham","Excellent! Are you ready to moan and scream in ecstasy?"
"spam","More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB"
"ham","Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex"
"spam","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
"ham","Can ü call me at 10:10 to make sure dat i've woken up..."
"ham","Hey we can go jazz power yoga hip hop kb and yogasana"
"ham","Haha... Really oh no... How? Then will they deduct your lesson tmr?"
"spam","Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18"
"spam","it to 80488. Your 500 free text messages are valid until 31 December 2005."
"ham","Even i cant close my eyes you are in me our vava playing umma :-D"
"spam","You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP"
"ham","I had askd u a question some hours before. Its answer"
"spam","Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service"
"ham","No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked."
"ham","Shhhhh nobody is supposed to know!"
"ham","Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
"ham","Hey i will be late... i'm at amk. Need to drink tea or coffee"
"ham","I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob"
"spam","Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm"
"ham","The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also."
"ham","S..antha num corrct dane"
"ham","No calls..messages..missed calls"
"ham","Sorry, I'll call later"
"ham","HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX"
"spam","Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk"
"ham","But i'll b going 2 sch on mon. My sis need 2 take smth."
"ham","Idea will soon get converted to live:)"
"spam","TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone..."
"ham","Can't take any major roles in community outreach. You rock mel"
"ham","Shopping lor. Them raining mah hard 2 leave orchard."
"ham","Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
"spam","Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!"
"ham","Princess, is your kitty shaved or natural?"
"spam","U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
"ham","U having lunch alone? I now so bored..."
"ham","Yes obviously, but you are the eggs-pert and the potato head… Speak soon!"
"ham","Kallis is ready for bat in 2nd innings"
"ham","IM GONNA MISS U SO MUCH"
"ham","Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
"ham","Ü dun wan to watch infernal affair?"
"spam","4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt"
"ham","I can send you a pic if you like :)"
"ham","No de. But call me after some time. Ill tell you k"
"ham","How much is blackberry bold2 in nigeria."
"spam","Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
"ham","Sir, I am waiting for your mail."
"ham","Nothing, i got msg frm tht unknown no.."
"ham","I did. One slice and one breadstick. Lol"
"spam","URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
"ham","Then. You are eldest know."
"spam","Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
"spam","Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G."
"spam","FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
"ham","Yar lor actually we quite fast... Cos da ge slow wat... Haha..."
"ham","Trust me. Even if isn't there, its there."
"ham","Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx"
"spam","85233 FREE>Ringtone!Reply REAL"
"ham","I can take you at like noon"
"ham","Where is it. Is there any opening for mca."
"ham","I'm aight. Wat's happening on your side."
"ham","How are you. Wish you a great semester"
"ham","""alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."""
"spam","Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50"
"ham","Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
"spam","Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
"spam","PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires"
"ham","Are you the cutest girl in the world or what"
"ham","No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
"spam","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
"ham","Oh Howda gud gud.. Mathe en samachara chikku:-)"
"ham","Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
"spam","FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
"spam","You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p"
"spam","Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
"ham","Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;"
"spam","U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
"ham","I hope you know I'm still mad at you."
"spam","+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm"
"ham","Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
"ham","You do got a shitload of diamonds though"
"ham","Well I'm going to be an aunty!"
"ham","Mine here like all fr china then so noisy."
"spam","Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528"
"ham","Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
"ham","If he started searching he will get job in few days.he have great potential and talent."
"ham","After the drug she will be able to eat."
"spam","FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts"
"spam","Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
"ham","Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
"ham","I surely dont forgot to come:)i will always be in touch in with you:-)"
"ham","Hi kindly give us back our documents which we submitted for loan from STAPATI"
"ham","I dont have i shall buy one dear"
"ham","Oh god i am happy to see your message after 3 days"
"ham","Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself."
"spam","FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+"
"ham","No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar."
"ham","1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
"ham","hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx"
"ham","I'm not coming home 4 dinner."
"spam","Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
"ham","I wont. So wat's wit the guys"
"ham","Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
"spam","FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF"
"ham","Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?"
"ham","V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
